Sec,NanoSec,0-ref Sec,v_x,v_y,v_z,w_x,w_y,w_z
1633452084,545504093.2,90.40569353,-0.013874862,0.099900773,0.002033239,-0.046181253,0.168906177,-0.065016592
1633452084,595588207.2,90.45577765,-0.022601231,0.120167547,0.002162102,-0.024971997,0.079862687,-0.049638836
1633452084,695611715.3,90.55580115,-0.013076795,0.112354795,0.002853811,-0.022631577,0.032583255,-0.103358546
1633452084,828780651.1,90.68897009,-0.003263117,0.181647852,0.008052509,-0.149309862,-0.048590358,0.065682838
1633452084,913961410.5,90.77415085,0.1460887,0.143167314,0.01702881,-0.064203586,-0.45081817,0.36009816
1633452084,980807304.4,90.84099674,0.237638489,0.130316614,0.017926818,-0.152656214,-0.284568417,0.212382509
1633452085,45546770.1,90.90573621,0.029349628,0.082932449,0.006906624,-0.155444856,0.051218795,-0.17890452
1633452085,95481872.56,90.95567131,-0.047362271,0.075879138,0.004674971,-0.222582111,0.232717617,-0.334013241
1633452085,146756172.2,91.00694561,-0.0478281,0.108912013,0.008190681,-0.188151284,0.209641504,-0.201301176
1633452085,181089878.1,91.04127932,-0.050377726,0.213081872,0.019067073,-0.131663243,0.04970521,-0.163650244
1633452085,229912281,91.09010172,0.0484614,0.244633557,0.029361051,-0.235966159,-0.16617983,0.275168197
1633452085,312339782.7,91.17252922,0.186381655,0.063314451,0.015765278,-0.11947436,0.004122112,0.07348085
1633452085,378980159.8,91.2391696,0.094421566,0.066346156,0.01265501,-0.116746409,-0.094527552,-0.169756306
1633452085,428863287,91.28905272,0.150629383,0.140102583,0.024420718,-0.091221445,-0.130177024,-0.142011249
1633452085,478830814.4,91.33902025,0.167174138,0.07848316,0.015618572,-0.071105041,-0.102426572,-0.364094316
1633452085,512070655.8,91.37226009,0.178277497,0.150985332,0.025190553,-0.03476891,-0.250756961,-0.316901493
1633452085,578801631.9,91.43899107,0.079765335,0.220245659,0.035347682,-0.203571942,-0.004743596,0.078688749
