Sec,NanoSec,Sec_total,a_x,a_y,a_z,w_x,w_y,w_z
1.63E+09,8.38E+07,1.63E+09,-0.39012,5.9283,-4.4465,-0.078833,0.54935,-0.001747
1.63E+09,1.84E+08,1.63E+09,2.6743,6.8285,-3.0645,-0.12145,0.53102,-0.017399
1.63E+09,5.84E+08,1.63E+09,-0.33603,5.907,-2.2556,-0.013555,0.54613,0.017371
1.63E+09,6.84E+08,1.63E+09,-0.81097,6.847,-1.9827,0.01159,0.54221,-0.040056
1.63E+09,9.85E+08,1.63E+09,-2.0575,6.8011,-2.0521,0.0059763,0.54849,0.0019975
1.63E+09,8.47E+07,1.63E+09,-2.7682,8.2051,-2.068,-0.037164,0.5504,-0.013415
1.63E+09,3.85E+08,1.63E+09,-3.7339,5.595,-3.1577,0.020831,0.56253,-0.63384
1.63E+09,4.85E+08,1.63E+09,-4.8426,6.8821,-4.1368,-0.083745,0.56105,-0.72817
1.63E+09,8.85E+08,1.63E+09,-7.2696,4.7826,-2.5692,-0.065508,0.5357,0.21487
1.63E+09,4.86E+08,1.63E+09,-7.1042,7.9981,-6.3968,0.054213,0.53468,0.38781
1.63E+09,5.86E+08,1.63E+09,-7.1121,6.5807,-6.7258,0.078841,0.53715,0.21065
1.63E+09,1.87E+08,1.63E+09,-9.1551,6.5741,-8.5423,-0.10146,0.54324,0.019668
1.63E+09,2.87E+08,1.63E+09,-8.9902,6.3055,-5.7407,0.20717,0.52331,0.60987
1.63E+09,6.87E+08,1.63E+09,-5.1963,11.925,-12.725,-0.071958,0.51249,1.3924
1.63E+09,9.87E+08,1.63E+09,-2.4527,8.2107,-6.9864,-0.042341,0.51485,0.98354
1.63E+09,8.73E+07,1.63E+09,0.97762,9.215,-5.6766,-0.049024,0.51619,0.65523
1.63E+09,1.87E+08,1.63E+09,1.6632,11.104,-9.8563,-0.081626,0.53924,0.5615
1.63E+09,2.87E+08,1.63E+09,-0.42494,11.662,-12.349,-0.25375,0.52261,0.53319
1.63E+09,5.88E+08,1.63E+09,3.9104,8.7779,-8.7296,0.031371,0.51686,0.86779
1.63E+09,8.88E+08,1.63E+09,6.864,9.9837,-9.371,-0.12735,0.52981,0.61684
1.63E+09,9.88E+08,1.63E+09,7.2408,10.082,-8.8812,-0.036677,0.54287,0.033685
1.63E+09,8.82E+07,1.63E+09,6.573,7.6404,-8.7738,0.056447,0.547,-0.0627
1.63E+09,1.88E+08,1.63E+09,8.1035,5.9574,-7.0637,-0.055388,0.53725,0.37379
1.63E+09,2.88E+08,1.63E+09,7.1619,5.0836,-6.4844,-0.19755,0.52906,0.54812
1.63E+09,5.89E+08,1.63E+09,8.2494,7.3035,-7.5221,0.128,0.52368,0.70276
1.63E+09,8.89E+08,1.63E+09,6.8565,8.8263,-4.8393,-0.09763,0.54072,-0.019851
1.63E+09,1.89E+08,1.63E+09,7.2158,-0.095489,-6.165,0.38534,0.55697,0.13288
1.63E+09,2.89E+08,1.63E+09,7.4276,1.0415,-3.2986,0.073569,0.54592,0.10169
1.63E+09,6.90E+08,1.63E+09,5.0081,9.0862,-1.325,-0.081141,0.53994,-0.001809
1.63E+09,6.90E+08,1.63E+09,-2.7279,4.5272,-3.595,-0.28972,0.55516,0.04334
1.63E+09,7.90E+08,1.63E+09,1.0683,8.5911,-6.0547,-0.20467,0.5383,-0.13873
1.63E+09,8.90E+08,1.63E+09,0.64997,11.521,-1.8674,0.5457,0.5614,-0.03709
1.63E+09,8.91E+08,1.63E+09,-4.2919,4.6045,-2.9916,0.0004843,0.54525,-0.0054231
1.63E+09,3.92E+08,1.63E+09,-5.7643,2.556,-4.3646,0.049434,0.55021,-0.0021828
1.63E+09,9.23E+07,1.63E+09,-9.1343,6.7847,-8.6694,-0.10365,0.54753,-0.062805
1.63E+09,5.93E+08,1.63E+09,-9.1945,4.1677,-3.817,0.25854,0.55954,0.28838
1.63E+09,6.93E+08,1.63E+09,-5.6423,3.2193,-13.042,-0.31674,0.52219,0.040676
1.63E+09,7.93E+08,1.63E+09,-8.8389,5.914,-8.821,-0.27179,0.52767,0.16389
1.63E+09,9.93E+08,1.63E+09,-9.1918,3.5534,-12.094,-0.11118,0.53651,-0.044989
1.63E+09,5.93E+08,1.63E+09,-5.2303,0.89352,-14.597,0.28479,0.53551,0.23637
1.63E+09,6.94E+08,1.63E+09,-5.6715,3.5712,-14.521,-0.28378,0.51731,0.42975
1.63E+09,1.94E+08,1.63E+09,-4.5229,4.4573,-16.133,0.17983,0.52328,0.23348
1.63E+09,6.94E+08,1.63E+09,-2.8487,4.0712,-14.794,0.021979,0.55587,-0.31185
1.63E+09,2.95E+08,1.63E+09,-1.7913,3.7777,-19.362,0.17166,0.552,-0.029856
1.63E+09,9.95E+08,1.63E+09,-1.1475,4.5776,-16.321,-0.48926,0.54665,0.023737
1.63E+09,7.96E+08,1.63E+09,2.6232,2.1088,-18.169,0.35362,0.5593,0.089127
1.63E+09,9.96E+08,1.63E+09,4.4447,0.4276,-16.634,1.0912,0.58148,0.19749
1.63E+09,9.62E+07,1.63E+09,7.79,-6.5659,-23.853,0.55246,0.53377,0.42008
1.63E+09,3.96E+08,1.63E+09,6.1374,-0.17388,-16.092,-1.2417,0.52012,0.2743
1.63E+09,6.97E+08,1.63E+09,8.2198,1.3386,-15.73,0.6918,0.53039,0.29906
1.63E+09,9.97E+08,1.63E+09,8.6181,0.20897,-12.248,-0.17568,0.55124,0.10567
1.63E+09,1.97E+08,1.63E+09,9.0365,4.7236,-13.369,-0.14931,0.54685,-0.078176
1.63E+09,2.97E+08,1.63E+09,10.747,0.036516,-14.954,0.43878,0.52037,0.10539
1.63E+09,5.97E+08,1.63E+09,8.2314,1.1701,-16.566,-0.62365,0.58864,-0.77192
1.63E+09,9.98E+08,1.63E+09,7.7947,4.2368,-7.9733,-0.05929,0.5555,-0.16917
1.63E+09,3.98E+08,1.63E+09,10.604,0.91251,-4.0875,0.033537,0.5139,-0.35774
1.63E+09,4.98E+08,1.63E+09,4.9138,4.4639,-3.6513,0.16209,0.54719,0.25452
1.63E+09,8.98E+08,1.63E+09,7.7049,4.5,-5.2824,0.30106,0.53261,0.035372
1.63E+09,3.99E+08,1.63E+09,6.7262,-1.2983,-6.4605,-0.94134,0.51102,-0.035893
1.63E+09,4.99E+08,1.63E+09,5.0088,8.8317,-1.1781,-0.13742,0.55033,0.14885
1.63E+09,7.99E+08,1.63E+09,3.8986,0.011245,-0.037614,0.2074,0.55643,0.29498
1.63E+09,8.99E+08,1.63E+09,5.5367,1.5707,-6.7356,-0.46781,0.5055,0.56436
1.63E+09,1.99E+08,1.63E+09,4.598,4.8864,0.44985,-0.18372,0.52973,0.2369
1.63E+09,2.99E+08,1.63E+09,2.436,7.048,-0.16184,-0.057582,0.54562,0.12502
1.63E+09,7.00E+08,1.63E+09,2.0611,2.5504,2.2377,0.077536,0.53708,0.68925
1.63E+09,1.00E+09,1.63E+09,-0.12601,5.1919,0.023838,-0.12876,0.53196,0.23754
1.63E+09,9.99E+07,1.63E+09,-0.29502,5.8522,-0.53332,-0.030508,0.55142,-0.023396
1.63E+09,5.00E+08,1.63E+09,-2.8622,-0.41434,0.015965,0.086783,0.54338,-0.03207
1.63E+09,2.01E+08,1.63E+09,-6.0423,4.1049,-2.4218,0.14481,0.53476,0.055473
1.63E+09,3.01E+08,1.63E+09,-6.2548,2.2174,-2.3487,0.11136,0.54735,-0.0032908
1.63E+09,1.22E+06,1.63E+09,-7.2739,3.61,-6.7719,-0.091656,0.55495,0.011418
1.63E+09,2.01E+08,1.63E+09,-8.3435,1.8273,-6.8482,0.072709,0.54956,0.037367
1.63E+09,3.01E+08,1.63E+09,-9.6105,-2.4596,-7.3079,0.0074604,0.55233,-0.22267
1.63E+09,5.02E+08,1.63E+09,-7.9648,-2.3298,-7.4146,0.1754,0.53933,0.16196
1.63E+09,6.02E+08,1.63E+09,-9.8783,-1.2745,-6.2791,-0.1295,0.54085,-0.052212
1.63E+09,1.93E+06,1.63E+09,-9.1272,6.1798,-11.737,-0.098404,0.54962,0.01925
1.63E+09,7.02E+08,1.63E+09,-6.5384,-3.0133,-14.337,-0.075928,0.55382,-0.63909
1.63E+09,6.03E+08,1.63E+09,-3.7573,-3.0167,-16.357,-0.1297,0.56294,-0.66033
1.63E+09,7.03E+08,1.63E+09,-3.9151,-4.6658,-17.137,0.20467,0.56709,-0.64907
1.63E+09,1.03E+08,1.63E+09,-1.5739,-5.3575,-17.753,-0.043677,0.53754,0.0060676
1.63E+09,7.04E+08,1.63E+09,0.56999,-6.8903,-17.789,0.01441,0.5629,-0.4446
1.63E+09,2.04E+08,1.63E+09,4.7125,-2.3847,-17.794,-0.082849,0.56599,-1.0059
1.63E+09,3.04E+08,1.63E+09,4.6189,-3.6677,-13.801,0.20457,0.58478,-0.84775
1.63E+09,7.04E+08,1.63E+09,7.2919,-4.944,-14.387,0.065904,0.5673,-0.55002
1.63E+09,1.05E+08,1.63E+09,7.5689,-3.6107,-11.045,-0.11236,0.5541,-0.41265
1.63E+09,4.05E+08,1.63E+09,9.3328,-0.62532,-12.881,-0.11958,0.57454,-0.69688
1.63E+09,5.05E+08,1.63E+09,9.8808,1.3186,-10.745,0.18156,0.58084,-0.73103
1.63E+09,2.05E+08,1.63E+09,8.1189,-2.3134,-6.8616,-0.17773,0.54677,0.3338
1.63E+09,4.06E+08,1.63E+09,8.7469,-0.29217,-1.5275,-0.029654,0.54044,0.17516
1.63E+09,6.06E+08,1.63E+09,6.583,4.8864,-2.6255,0.092147,0.54527,0.045082
1.63E+09,9.06E+08,1.63E+09,6.4326,-0.48065,-2.841,-0.068758,0.55036,0.00092779
1.63E+09,5.95E+06,1.63E+09,6.3677,0.44104,-2.3845,0.0058564,0.54872,-0.0027339
1.63E+09,3.06E+08,1.63E+09,4.6514,0.074701,-1.2801,-0.0045836,0.55087,-0.0081689
1.63E+09,7.06E+08,1.63E+09,2.4957,0.18942,-0.36222,-0.006201,0.54748,-0.0088329
1.63E+09,8.06E+08,1.63E+09,1.9726,0.14655,-0.25571,0.0033014,0.54305,-0.0039058
1.63E+09,9.07E+08,1.63E+09,1.3966,0.22963,-0.15911,-0.0022406,0.54004,-0.00040875
1.63E+09,6.07E+08,1.63E+09,-2.3103,0.17916,-0.24449,6.09E-05,0.54062,-0.0051159
1.63E+09,8.07E+08,1.63E+09,-3.3299,0.20521,-0.53827,-0.00032943,0.5533,-0.0024394
1.63E+09,1.07E+08,1.63E+09,-4.7054,0.17247,-1.1373,-0.0001707,0.53938,-0.00077357
1.63E+09,6.08E+08,1.63E+09,-6.7271,0.13512,-2.5203,-0.0015452,0.54295,-0.0051832
1.63E+09,7.08E+08,1.63E+09,-7.0226,0.11965,-2.7762,0.0030768,0.54804,-0.0042876
1.63E+09,5.08E+08,1.63E+09,-9.14,0.063437,-5.8136,-0.0029073,0.53789,-0.000308
1.63E+09,7.08E+08,1.63E+09,-9.4525,0.047589,-6.642,0.0026305,0.53752,-0.0020901
1.63E+09,8.08E+08,1.63E+09,-9.605,0.039153,-7.1573,-0.00070967,0.54952,-0.0024854
1.63E+09,3.09E+08,1.63E+09,-9.9551,0.03373,-9.373,-8.41E-05,0.54771,-0.0050039
1.63E+09,1.09E+08,1.63E+09,-9.4636,0.01948,-12.9,0.0034346,0.55163,-0.0052867
1.63E+09,2.09E+08,1.63E+09,-9.3575,0.040553,-13.227,-0.00078146,0.54954,-0.0042874
1.63E+09,3.09E+08,1.63E+09,-9.1572,0.025812,-13.724,-0.0026147,0.5438,-0.0029278
1.63E+09,4.09E+08,1.63E+09,-9.013,0.047348,-14.023,0.0021023,0.53974,-0.00086793
1.63E+09,7.10E+08,1.63E+09,-8.3178,0.061901,-15.244,0.0018902,0.54584,-0.0051888
1.63E+09,8.10E+08,1.63E+09,-8.0156,0.053502,-15.67,0.0016431,0.54846,-0.0039596
1.63E+09,2.10E+08,1.63E+09,-6.8166,0.089644,-17.008,0.00070507,0.54862,-0.0046529
1.63E+09,5.10E+08,1.63E+09,-5.6776,0.11029,-17.901,-0.0026847,0.54492,-0.0029333
1.63E+09,8.10E+08,1.63E+09,-4.4055,0.13285,-18.623,0.0021037,0.5433,-0.0048471
1.63E+09,1.10E+08,1.63E+09,-3.006,0.14497,-19.15,0.0023361,0.55179,-0.0035019
1.63E+09,9.11E+08,1.63E+09,1.06,0.25649,-19.478,0.0020565,0.54612,-0.0026198
1.63E+09,1.10E+07,1.63E+09,1.5866,0.25648,-19.426,0.0030179,0.54185,-0.00067123
1.63E+09,3.11E+08,1.63E+09,3.1693,0.28377,-18.988,0.0036921,0.54511,-0.0025391
1.63E+09,6.11E+08,1.63E+09,4.6629,0.30286,-18.283,-0.00025554,0.54434,-0.0016971
1.63E+09,9.12E+08,1.63E+09,6.1216,0.35375,-17.287,-0.0014019,0.53946,-0.0039675
1.63E+09,2.12E+08,1.63E+09,7.3209,0.37428,-16.061,0.0016467,0.55146,-0.0044104
1.63E+09,7.12E+08,1.63E+09,8.8322,0.41198,-13.539,0.0019283,0.551,-0.0028982
1.63E+09,1.12E+08,1.63E+09,9.4513,0.44145,-11.352,0.0011406,0.53951,-0.0040354
1.63E+09,6.13E+08,1.63E+09,9.4903,0.47482,-8.3936,0.0045722,0.54729,-0.0024642
1.63E+09,9.13E+08,1.63E+09,9.0358,0.4869,-6.5792,0.00015233,0.54883,-0.0039109
1.63E+09,1.28E+07,1.63E+09,8.8488,0.48906,-6.0861,0.0018613,0.54156,-0.002767
1.63E+09,5.13E+08,1.63E+09,7.3593,0.50441,-3.5998,-0.00024391,0.54807,-0.002998
1.63E+09,7.13E+08,1.63E+09,6.5456,0.49559,-2.7139,0.0011655,0.54825,-0.0016581
1.63E+09,1.34E+07,1.63E+09,5.237,0.50109,-1.6905,0.0020399,0.5395,-0.0033035
1.63E+09,3.14E+08,1.63E+09,3.7651,0.50812,-0.86751,0.00038807,0.54334,-0.00033511
1.63E+09,5.14E+08,1.63E+09,2.7198,0.50441,-0.49367,0.0067078,0.54505,-0.0028466
1.63E+09,9.14E+08,1.63E+09,0.5797,0.49645,-0.073272,0.0018982,0.54926,-0.0012939
1.63E+09,4.14E+08,1.63E+09,-2.0529,0.47876,-0.23441,0.0014768,0.54785,-0.0036823
1.63E+09,6.14E+08,1.63E+09,-3.0865,0.47893,-0.46859,0.002224,0.54548,-0.003337
1.63E+09,7.14E+08,1.63E+09,-3.5595,0.47146,-0.6402,0.0019774,0.55034,0.001275
1.63E+09,2.15E+08,1.63E+09,-5.7966,0.4664,-1.8137,0.0020132,0.55038,-0.0042621
1.63E+09,3.15E+08,1.63E+09,-6.2247,0.46,-2.1295,0.0039086,0.54247,-0.0024505
1.63E+09,9.15E+08,1.63E+09,-8.2032,0.45433,-4.2385,0.001017,0.55014,-0.0053985
1.63E+09,1.51E+07,1.63E+09,-8.4952,0.43791,-4.6684,0.00037901,0.54511,-0.0041667
1.63E+09,1.15E+08,1.63E+09,-8.763,0.44555,-5.1344,0.00085297,0.54882,-0.0036893
1.63E+09,3.15E+08,1.63E+09,-9.1699,0.44267,-5.9917,-0.00086119,0.54861,-0.0018171
1.63E+09,4.15E+08,1.63E+09,-9.3172,0.43973,-6.3707,0.0023315,0.54597,-0.0022086
1.63E+09,7.16E+08,1.63E+09,-9.7263,0.43782,-7.7567,-0.0014274,0.54794,-0.0010218
1.63E+09,9.16E+08,1.63E+09,-9.8736,0.43343,-8.6757,0.0012159,0.54629,-0.0051426
1.63E+09,4.16E+08,1.63E+09,-9.8643,0.4272,-11.011,-0.0025603,0.54149,-0.0026481
1.63E+09,5.16E+08,1.63E+09,-9.7921,0.42864,-11.56,0.0030969,0.54593,-0.0039793
1.63E+09,8.16E+08,1.63E+09,-9.4193,0.42044,-12.954,0.002617,0.54958,-0.0032651
1.63E+09,2.16E+08,1.63E+09,-8.6787,0.41701,-14.595,0.0018728,0.53993,-0.0031263
1.63E+09,8.17E+08,1.63E+09,-6.878,0.42066,-16.909,-0.00071294,0.54137,-0.0030601
1.63E+09,5.17E+08,1.63E+09,-4.0537,0.4576,-18.775,0.0017143,0.54194,-0.0038908
1.63E+09,9.17E+08,1.63E+09,-2.1419,0.49186,-19.341,-9.05E-06,0.54584,-0.0016557
1.63E+09,5.18E+08,1.63E+09,0.99109,0.54542,-19.489,-0.0012844,0.54801,-0.00089596
1.63E+09,7.18E+08,1.63E+09,2.0593,0.56232,-19.299,-0.00064242,0.54473,-0.0032073
1.63E+09,2.18E+08,1.63E+09,4.6065,0.61937,-18.294,0.0038077,0.5468,-0.0037644
1.63E+09,5.18E+08,1.63E+09,5.9837,0.66117,-17.347,0.0044712,0.54573,-0.00378
1.63E+09,1.18E+08,1.63E+09,8.175,0.72856,-14.806,0.0016709,0.54107,-0.00032824
1.63E+09,3.19E+08,1.63E+09,8.7074,0.75084,-13.746,-8.53E-05,0.55033,-0.001348
1.63E+09,4.19E+08,1.63E+09,8.9521,0.77956,-13.158,0.0012792,0.54454,-0.0043114
1.63E+09,5.19E+08,1.63E+09,9.1224,0.77885,-12.631,-0.0034279,0.54882,-0.0021631
1.63E+09,6.19E+08,1.63E+09,9.2681,0.78411,-12.137,0.0031519,0.54351,-0.0015708
1.63E+09,7.19E+08,1.63E+09,9.3957,0.80598,-11.497,0.001088,0.54383,0.0012486
1.63E+09,8.19E+08,1.63E+09,9.4703,0.81201,-10.965,0.0021721,0.54791,-0.0049165
1.63E+09,9.19E+08,1.63E+09,9.53,0.82987,-10.317,0.0036519,0.543,-0.0034297
1.63E+09,1.89E+07,1.63E+09,9.5368,0.82817,-9.7828,0.0027807,0.54144,-0.0028758
1.63E+09,1.19E+08,1.63E+09,9.5258,0.83623,-9.2621,-0.0033291,0.54883,-0.0050232
