Sec,NanoSec,0-ref Sec,Latitude,Longitude,Altitude
1632492887,918366430,19.49859667,42.2953418,-83.70962207,235.407
1632492887,969312415,19.54954267,42.29534238,-83.70962261,235.526
1632492888,19208618,19.59943891,42.29534265,-83.70962263,235.587
1632492888,69170648,19.64940095,42.29534049,-83.70962018,235.75
1632492888,119321260,19.69955158,42.2953416,-83.70962045,236.005
1632492888,170084503,19.75031471,42.29534175,-83.70962027,235.973
1632492888,219076534,19.79930687,42.29534192,-83.70962,235.954
1632492888,268949506,19.84917974,42.29534039,-83.70961796,236.003
1632492888,318944246,19.89917445,42.29534231,-83.70961874,236.563
1632492888,368847221,19.94907737,42.2953422,-83.70961898,236.549
1632492888,418826310,19.99905658,42.29534294,-83.70961965,236.534
1632492888,468812489,20.0490427,42.29534482,-83.70962129,236.44
1632492888,518860325,20.09909058,42.29534458,-83.70962121,236.309
1632492888,568688157,20.14891839,42.29534492,-83.70962107,236.26
1632492888,618559025,20.19878936,42.29534526,-83.70962104,236.293
1632492888,671488962,20.25171924,42.29534574,-83.70962106,236.272
1632492888,718483768,20.29871392,42.29534605,-83.7096209,236.211
1632492888,768403326,20.34863353,42.2953463,-83.70962072,236.136
1632492888,818384669,20.39861488,42.2953464,-83.70962088,236.126
1632492888,868292485,20.44852281,42.29534815,-83.70962184,235.88
1632492888,919284017,20.49951434,42.29534839,-83.70962145,235.679
1632492888,969379608,20.5496099,42.29535456,-83.70962453,237.557
1632492889,19248709,20.59947896,42.29534943,-83.70962177,235.758
1632492889,69170786,20.64940095,42.29535939,-83.7096291,236.916
1632492889,119121880,20.69935203,42.29536132,-83.70963057,237.62
1632492889,162293715,20.74252391,NaN,NaN,NaN
1632492889,218956995,20.79918718,42.29535956,-83.7096291,236.716
1632492889,268944097,20.84917426,42.29535931,-83.70962889,236.867
1632492889,311932458,20.8921628,NaN,NaN,NaN
1632492889,360432680,20.94066286,NaN,NaN,NaN
1632492889,410872519,20.9911027,NaN,NaN,NaN
1632492889,460773190,21.04100347,NaN,NaN,NaN
1632492889,511684184,21.09191442,NaN,NaN,NaN
1632492889,560405599,21.14063573,NaN,NaN,NaN
1632492889,611638239,21.19186854,NaN,NaN,NaN
1632492889,663530769,21.24376106,NaN,NaN,NaN
1632492889,711534836,21.29176497,NaN,NaN,NaN
1632492889,761542238,21.34177256,NaN,NaN,NaN
1632492889,811396556,21.39162683,NaN,NaN,NaN
1632492889,861317957,21.44154811,NaN,NaN,NaN
1632492889,911246222,21.49147654,NaN,NaN,NaN
1632492889,961409146,21.54163933,NaN,NaN,NaN
1632492890,11153780,21.59138393,NaN,NaN,NaN
1632492890,61125660,21.64135599,NaN,NaN,NaN
1632492890,111026238,21.69125652,NaN,NaN,NaN
1632492890,162013941,21.74224424,NaN,NaN,NaN
1632492890,210915033,21.79114532,NaN,NaN,NaN
1632492890,260930948,21.84116125,NaN,NaN,NaN
1632492890,310871353,21.8911016,NaN,NaN,NaN
1632492890,369941501,21.95017171,42.29535621,-83.70959801,223.116
