Sec,Nsec,0-ref Sec,X,Y,Z,qX,qY,qZ,qW
1632492875,632774238,7.233755112,67.37439875,-14.67932537,8.667774642,-0.050962275,-0.161023751,-0.016922369,0.985488626
1632492875,666308238,7.267288923,67.37885466,-14.68009316,8.669207474,-0.052118024,-0.158842956,-0.017907179,0.985764657
1632492875,699572238,7.300553083,67.38966035,-14.67814063,8.669571461,-0.051953829,-0.158571307,-0.021196809,0.985751812
1632492875,732821238,7.333801985,67.4053161,-14.67686202,8.671748956,-0.05089009,-0.160700237,-0.026238183,0.985341154
1632492875,766236238,7.367217064,67.42205794,-14.67557068,8.676960071,-0.049263798,-0.162922958,-0.032700777,0.984865395
1632492875,799583238,7.400563955,67.44000975,-14.67450499,8.683596692,-0.047325416,-0.162786278,-0.040306305,0.98470114
1632492875,833098238,7.434078932,67.4628892,-14.67411649,8.686395459,-0.045273232,-0.164595441,-0.048146429,0.984144602
1632492875,866108238,7.467088938,67.48436705,-14.67307301,8.694603615,-0.04293877,-0.165548487,-0.058091208,0.983552425
1632492875,899735238,7.500715971,67.50582653,-14.6769848,8.703001662,-0.042212259,-0.165420451,-0.066719565,0.983057831
1632492875,932959238,7.533940077,67.52924151,-14.67923078,8.709410215,-0.040445639,-0.165981763,-0.075470286,0.982404418
1632492875,966188238,7.567168951,67.552325,-14.68382069,8.716316033,-0.039043936,-0.168056191,-0.084459292,0.981376236
1632492875,999525238,7.600506067,67.57380891,-14.68512317,8.724629886,-0.038488655,-0.167076051,-0.094822708,0.980618616
1632492876,33092238,7.634073019,67.59605676,-14.68144599,8.728924007,-0.034572579,-0.167835135,-0.106460627,0.979439758
1632492876,66162238,7.667143106,67.61565342,-14.68344153,8.73715965,-0.030404514,-0.169118077,-0.118270741,0.978001367
1632492876,99605238,7.700586081,67.63164638,-14.68991901,8.745443355,-0.031299546,-0.165396158,-0.12811765,0.977369079
