Sec,NanoSec,0-ref Sec,X,Y,Z,qX,qY,qZ,qW
1633452000,491363750,6.368349075,0.052718418,0.159286049,0.020615007,0.015777167,-0.023749514,0.000660643,0.99959322
1633452000,623454750,6.500440121,0.052747515,0.159255689,0.020597201,0.015777167,-0.023749514,0.000660643,0.99959322
1633452000,724750750,6.601736069,0.052762606,0.159239942,0.020587966,0.015777167,-0.023749514,0.000660643,0.99959322
1633452000,757001750,6.63398695,0.052769097,0.15923317,0.020583994,0.015777167,-0.023749514,0.000660643,0.99959322
1633452000,790317750,6.667303085,0.052774972,0.159227039,0.020580399,0.015777167,-0.023749514,0.000660643,0.99959322
1633452000,856865750,6.733850956,0.052780291,0.15922149,0.020577145,0.015777167,-0.023749514,0.000660643,0.99959322
1633452000,890300750,6.767286062,0.052785105,0.159216467,0.020574199,0.015777167,-0.023749514,0.000660643,0.99959322
1633452000,923370750,6.80035615,0.052789463,0.15921192,0.020571532,0.015777167,-0.023749514,0.000660643,0.99959322
1633452000,956889750,6.833875179,0.052793408,0.159207804,0.020569118,0.015777167,-0.023749514,0.000660643,0.99959322
1633452000,990401750,6.867387056,0.052796978,0.159204078,0.020566933,0.015777167,-0.023749514,0.000660643,0.99959322
1633452001,23444750,6.900429964,0.052800211,0.159200705,0.020564955,0.015777167,-0.023749514,0.000660643,0.99959322
1633452001,56855750,6.93384099,0.052803137,0.159197652,0.020563164,0.015777167,-0.023749514,0.000660643,0.99959322
1633452001,190198750,7.067183971,0.052808183,0.159192387,0.020560076,0.015777167,-0.023749514,0.000660643,0.99959322
1633452001,223575750,7.100561142,0.052810353,0.159190122,0.020558748,0.015777167,-0.023749514,0.000660643,0.99959322
1633452001,256726750,7.133712053,0.052812318,0.159188073,0.020557546,0.015777167,-0.023749514,0.000660643,0.99959322
1633452001,290373750,7.167359114,0.052814096,0.159186217,0.020556458,0.015777167,-0.023749514,0.000660643,0.99959322
1633452001,323639750,7.200624943,0.052815706,0.159184537,0.020555473,0.015777167,-0.023749514,0.000660643,0.99959322
1633452001,423640750,7.30062604,0.052819676,0.159180395,0.020553044,0.015777167,-0.023749514,0.000660643,0.99959322
1633452001,456646750,7.333631992,0.052820757,0.159179267,0.020552382,0.015777167,-0.023749514,0.000660643,0.99959322
1633452001,490388750,7.367373943,0.052821735,0.159178246,0.020551783,0.015777167,-0.023749514,0.000660643,0.99959322
1633452001,523656750,7.400642157,0.052822621,0.159177322,0.020551242,0.015777167,-0.023749514,0.000660643,0.99959322
1633452001,623708750,7.500694036,0.052824148,0.159175729,0.020550307,0.015777167,-0.023749514,0.000660643,0.99959322
